"","fc","rm","tune.args","auc.train","cbi.train","auc.diff.avg","auc.diff.sd","auc.val.avg","auc.val.sd","cbi.val.avg","cbi.val.sd","or.10p.avg","or.10p.sd","or.mtp.avg","or.mtp.sd","AICc","delta.AICc","w.AIC","ncoef"
"1","LQ","1","fc.LQ_rm.1",0.809013674392632,0.972,0.0297987355054538,0.0206356212549873,0.795242547997009,0.028236296274701,0.8465,0.0942425947577138,0.126014807484377,0.0757535319081678,0.0174418604651163,0.0348837209302326,4665.34557315095,0,1,11
