"","fc","rm","tune.args","auc.train","cbi.train","auc.diff.avg","auc.diff.sd","auc.val.avg","auc.val.sd","cbi.val.avg","cbi.val.sd","or.10p.avg","or.10p.sd","or.mtp.avg","or.mtp.sd","AICc","delta.AICc","w.AIC","ncoef"
"1","LP","5","fc.LP_rm.5",0.896870855652612,0.978,0.0117158391498943,0.0107771528803262,0.892922268473936,0.00928232184379956,0.9095,0.0389572415176776,0.110100619195046,0.0361498920406122,0.0138888888888889,0.0277777777777778,3077.01910394249,0,1,9
