"","fc","rm","tune.args","auc.train","cbi.train","auc.diff.avg","auc.diff.sd","auc.val.avg","auc.val.sd","cbi.val.avg","cbi.val.sd","or.10p.avg","or.10p.sd","or.mtp.avg","or.mtp.sd","AICc","delta.AICc","w.AIC","ncoef"
"1","LQ","1","fc.LQ_rm.1",0.796037468036524,0.973,0.0250823836390223,0.0138347488034891,0.784385314921449,0.021566845264368,0.89875,0.0415642073584152,0.103748602635292,0.0298092855753845,0.00462962962962963,0.00925925925925926,4594.74294394466,0,1,7
