"","fc","rm","tune.args","auc.train","cbi.train","auc.diff.avg","auc.diff.sd","auc.val.avg","auc.val.sd","cbi.val.avg","cbi.val.sd","or.10p.avg","or.10p.sd","or.mtp.avg","or.mtp.sd","ncoef"
"122","LQ","1","fc.LQ_rm.1",0.56575320855615,0.792,0.0446075029046979,0.0341632168961228,0.559189573715979,0.0788497875512846,0.319,0.351470245302975,0.074250611484654,0.0784185166302623,0.0284391534391534,0.0453802031703927,7
"123","LQ","1","fc.LQ_rm.1",0.544586096256685,0.567,0.103396647046763,0.0482938051038243,0.629828188951917,0.10252280769241,0.52,0.590053104954687,0.109427609427609,0.173032527374136,0,0,5
"124","LQ","1","fc.LQ_rm.1",0.565531016042781,0.781,0.0766268279450111,0.0473443830650572,0.527237740261634,0.0767430060707432,-0.07775,0.363748424967953,0.077108470725492,0.049737927700992,0.00925925925925926,0.0185185185185185,6
"125","LQ","1","fc.LQ_rm.1",0.541739037433155,0.748,0.125534790984102,0.0968552429275427,0.428413582344806,0.0966905658336723,-0.253,0.586798659394061,0.18067196790601,0.144013401006188,0.0297619047619048,0.0595238095238095,5
"126","LQ","1","fc.LQ_rm.1",0.565851871657754,0.747,0.0624495271850005,0.0083677946451797,0.571600416061542,0.0638826262107417,0.18125,0.178202833871967,0.0658369408369408,0.0561114687524146,0,0,5
"127","LQ","1","fc.LQ_rm.1",0.544938770053476,0.457,0.147243442751373,0.0632871445010017,0.680163055243852,0.10084030431994,0.5975,0.511462282741031,0.0748307543520309,0.134935994349912,0.0159574468085106,0.0319148936170213,5
"128","LQ","1","fc.LQ_rm.1",0.553787967914439,0.218,0.115915706399261,0.0721696495973346,0.679772481644597,0.073677245703971,0.7575,0.150743711864431,0.0138888888888889,0.0277777777777778,0,0,5
"129","LQ","1","fc.LQ_rm.1",0.566342513368984,0.089,0.138420233715556,0.0871892254277868,0.434866617338651,0.0887885071362017,-0.17825,0.649552345850587,0.209708534176619,0.145072904627308,0.0458754208754209,0.0529768315742746,5
"130","LQ","1","fc.LQ_rm.1",0.583485828877005,0.882,0.33870036781922,0.0251581417853857,0.248127549733705,0.0213851867497076,-0.68875,0.170771533537258,0.443722304094645,0.0966662027043207,0.0468355029525242,0.0281724356050683,6
"131","LQ","1","fc.LQ_rm.1",0.512356684491979,0.514,0.122735301810789,0.106443782623532,0.430685534190536,0.126332515451973,0.13775,0.510441883730819,0.187356723260979,0.0902212141149791,0.0138888888888889,0.0277777777777778,4
"132","LQ","1","fc.LQ_rm.1",0.557290909090909,0.551,0.146334309489557,0.0390701619343492,0.418525775074641,0.0516591828023685,-0.38975,0.353353812299608,0.219854318258574,0.0703086167686736,0.0216750841750842,0.032210033440484,5
"133","LQ","1","fc.LQ_rm.1",0.517671122994652,0.561,0.101571275123511,0.066748650529622,0.578097660617266,0.127895596624052,0.345,0.638271102275514,0.0919593605763818,0.0975191600044609,0.00462962962962963,0.00925925925925926,4
"134","LQ","1","fc.LQ_rm.1",0.547385026737968,0.718,0.10019253431304,0.0976211276140182,0.490022495729808,0.125267811942715,0.06075,0.626151938430282,0.124199185369398,0.0618906802982066,0.00568181818181818,0.0113636363636364,5
"135","LQ","1","fc.LQ_rm.1",0.51722807486631,0.282,0.0595572341740827,0.0558754926076188,0.542543002507564,0.0937466596857005,0.2005,0.547082260725021,0.0738502041693531,0.0624965458704965,0.015993265993266,0.0214935106646527,5
"136","LQ","1","fc.LQ_rm.1",0.561738770053476,0.648,0.0793260349821768,0.088240212608265,0.646760104034151,0.0955739647366772,0.639,0.215678773488105,0.0724353463715166,0.0719674746707358,0.00462962962962963,0.00925925925925926,6
"137","LQ","1","fc.LQ_rm.1",0.571398930481283,0.706,0.0483770820760737,0.0300027816631963,0.598304670310873,0.061381602678289,0.24025,0.359456418313356,0.0753872309723373,0.0217686371289032,0.0103114478114478,0.0120299713198287,7
"138","LQ","1","fc.LQ_rm.1",0.544787165775401,0.406,0.0914544494714794,0.0942195327034597,0.599983543347426,0.127596742680366,0.2555,0.540238527565988,0.0719396344396344,0.0605459355459355,0.00462962962962963,0.00925925925925926,6
"139","LQ","1","fc.LQ_rm.1",0.533826737967914,0.416,0.15936236756563,0.112143016488974,0.428016927869435,0.165845344996332,-0.4215,0.404637698029567,0.235203478554542,0.139650100892174,0.0170454545454545,0.0340909090909091,4
"140","LQ","1","fc.LQ_rm.1",0.548293048128342,0.63,0.11027326446752,0.0548909038121391,0.665004523856295,0.0562339929582356,0.389,0.313484715204213,0.109592633528804,0.0524915287887715,0.0169533480703693,0.0113497699383189,7
"141","LQ","1","fc.LQ_rm.1",0.540293315508021,0.728,0.0849954178506409,0.0536758121592186,0.592296741997397,0.0946997450760625,0.246,0.698174285786388,0.144451736207055,0.14061859354835,0.00531914893617021,0.0106382978723404,6
"142","LQ","1","fc.LQ_rm.1",0.539020320855615,0.908,0.141588477108108,0.0462789121842105,0.407895679412207,0.0558516945904517,-0.69375,0.180235725278499,0.299394016149335,0.0722603084057822,0.042951679919765,0.0402301920233241,5
"143","LQ","1","fc.LQ_rm.1",0.548785828877005,0.648,0.146274253821979,0.0667458418341448,0.411910806693222,0.0679147411047536,-0.5325,0.221345130207707,0.175010617829767,0.0337111382589312,0,0,6
"144","LQ","1","fc.LQ_rm.1",0.534444919786096,0.636,0.0739702776499923,0.0808289635299771,0.615069911005942,0.0830723074515619,0.46925,0.456023665321585,0.0232683982683983,0.0268825591956152,0,0,6
"145","LQ","1","fc.LQ_rm.1",0.53816550802139,0.047,0.116983593110345,0.0799147387578363,0.422551476808306,0.0838409566232223,-0.474,0.18673867658665,0.186821354374546,0.114341191278095,0.037037037037037,0.0740740740740741,5
"146","LQ","1","fc.LQ_rm.1",0.52553743315508,0.569,0.138448506728915,0.07074342024504,0.677454008573304,0.0801797294021923,0.71025,0.136353401131032,0.0714829398340037,0.0317385415459986,0.00595238095238095,0.0119047619047619,4
"147","LQ","1","fc.LQ_rm.1",0.547479144385027,0.84,0.0429802057786736,0.0306227620952173,0.583162978504142,0.0469944918954002,0.5905,0.09268764750494,0.0223646034816248,0.0321494007279549,0,0,5
"148","LQ","1","fc.LQ_rm.1",0.545594385026738,0.156,0.200848329124208,0.118647337604298,0.3537088648455,0.103268891884079,-0.64775,0.259701591575151,0.287117630202737,0.159331545894946,0.0308422369592582,0.0165081929822838,6
"149","LQ","1","fc.LQ_rm.1",0.542520588235294,0.677,0.182009768119966,0.0429393124349693,0.441811401405158,0.163308439003895,-0.30625,0.517998310808057,0.247925685425685,0.173377332715769,0.0522486772486772,0.0893322434121854,4
"150","LQ","1","fc.LQ_rm.1",0.533015240641711,0.17,0.0557040023455964,0.0549931411910887,0.525856053896841,0.0767710919295273,0.16825,0.467130513525574,0.109515878132899,0.0693701957917763,0.0113636363636364,0.0227272727272727,5
"151","LQ","1","fc.LQ_rm.1",0.554314438502674,0.898,0.090560397295769,0.0575083528743767,0.472110043420071,0.0782914014342611,-0.14975,0.379603630997738,0.264435131456408,0.0673557554587364,0.0611075291926356,0.048374654422353,6
"152","LQ","1","fc.LQ_rm.1",0.546349732620321,0.9,0.248848383229322,0.00843255431187085,0.311377653840483,0.00848549859813331,-0.8085,0.0513192621407076,0.342582358539805,0.0901775898748533,0.0266315638656064,0.0214698591892514,7
"153","LQ","1","fc.LQ_rm.1",0.550901871657754,0.711,0.0666894018931674,0.0492820282236223,0.499858854468311,0.0676954464517896,-0.212,0.397028126627489,0.129383372734437,0.117060115724638,0.0138888888888889,0.0277777777777778,6
"154","LQ","1","fc.LQ_rm.1",0.554272192513369,0.83,0.0396971440769993,0.0147115035294474,0.599694613847191,0.0223492959054715,0.35325,0.344926441433532,0.0546779855290494,0.060700055416554,0.0113636363636364,0.0227272727272727,6
"155","LQ","1","fc.LQ_rm.1",0.541382085561497,0.311,0.0395046864956028,0.0365253676370244,0.572112899317869,0.0390948600626546,0.275,0.344297352105221,0.0844980964661816,0.0436574802180229,0.00462962962962963,0.00925925925925926,3
"156","LQ","1","fc.LQ_rm.1",0.54196550802139,0.848,0.146841576974383,0.0761977206451458,0.445402827167431,0.123308511485026,-0.22675,0.644726492398133,0.194601793006048,0.102445693748436,0.0219456469456469,0.0187038229174715,4
"157","LQ","1","fc.LQ_rm.1",0.55293449197861,0.824,0.0809746674697709,0.087335173656372,0.620897403527009,0.10684326641182,0.49225,0.355275831807719,0.0709622823984526,0.0851332812762621,0.00531914893617021,0.0106382978723404,6
"158","LQ","1","fc.LQ_rm.1",0.552878877005348,0.573,0.162441635206717,0.0426960347102993,0.394526544414445,0.0397431178041036,-0.5435,0.246779928951553,0.179519997339146,0.0551487699546878,0.0178571428571429,0.0357142857142857,6
"159","LQ","1","fc.LQ_rm.1",0.555394385026738,0.784,0.0529931632982617,0.0451068766989048,0.578822342040194,0.0863995169385139,0.65125,0.215100557879332,0.0623177059347272,0.0384384493520294,0,0,6
"160","LQ","1","fc.LQ_rm.1",0.562001069518717,0.907,0.0249004851568151,0.0178596078533693,0.550749382049835,0.0306672383986528,0.3165,0.288385737049067,0.148585653904803,0.0783609548149507,0.0185185185185185,0.037037037037037,4
"161","LQ","1","fc.LQ_rm.1",0.552308823529412,0.661,0.0477513557909301,0.045528317996982,0.604083398839083,0.0551296601007013,0.56375,0.129656919085202,0.0856065723087,0.0346718185302565,0.0103114478114478,0.0120299713198287,5
